site_name,address,city,state,programs,has_ot,has_pt,has_pa,latitude,longitude,geo_key
RWJBarnabas Health - Community Medical Center,"99 NJ-37, Toms River, NJ",Toms River,NJ,PA,False,False,True,39.96382639999999,-74.21573149999999,"99 NJ-37, TOMS RIVER, NJ"
Saint Regis Mohawk Tribe Health Services,"404 NY-37, Akwesasne, NY",Akwesasne,NY,PA,False,False,True,44.9777833,-74.6854465,"404 NY-37, AKWESASNE, NY"
Saint Vincent Hospital,"123 Summer Street, Worcester, MA",Worcester,MA,PT,False,True,False,42.264678,-71.79647670000001,"123 SUMMER STREET, WORCESTER, MA"
Salem Health and Rehabilitation Center,"1945 Roanoke Boulevard, Salem, VA",Salem,VA,OT,True,False,False,37.27755519999999,-80.0221237,"1945 ROANOKE BOULEVARD, SALEM, VA"
Salveo Integrative Health,"311 Gwinnett Drive SW, Lawrenceville, GA",Lawrenceville,GA,PA,False,False,True,33.9412364,-83.9907657,"311 GWINNETT DRIVE SW, LAWRENCEVILLE, GA"
Samaritan Medical Center,"1025 Center Street, Ashland, OH",Ashland,OH,PT,False,True,False,40.8592017,-82.30937519999999,"1025 CENTER STREET, ASHLAND, OH"
Sanders Hand and Pediatric Therapy,"P.O. Box 965 Wilsonville, OR. 97070-0965, Woodburn, OR",Woodburn,OR,"PT, PA, OT",True,True,True,45.3029344,-122.7726687,"P.O. BOX 965 WILSONVILLE, OR. 97070-0965, WOODBURN, OR"
"Sanjeev Gupta, MD","31 Hospital Drive, Massena, NY",Massena,NY,PA,False,False,True,44.9371726,-74.9105155,"31 HOSPITAL DRIVE, MASSENA, NY"
Santa Rosa Medical Center,"6002 Berryhill Road, Milton, FL",Milton,FL,PT,False,True,False,30.63378,-87.0667971,"6002 BERRYHILL ROAD, MILTON, FL"
Santa Rosa Medical Center,"6002 Berryhill Road, Milton, FL",Milton,FL,PT,False,True,False,30.63378,-87.0667971,"6002 BERRYHILL ROAD, MILTON, FL"
SARAH Inc.,"1620 Boston Post Road, Westbrook, CT",Westbrook,CT,OT,True,False,False,41.2808013,-72.4346231,"1620 BOSTON POST ROAD, WESTBROOK, CT"
Sarasota Memorial Health Care System,"1700 S. Tamiami Trail, Sarasota, FL",Sarasota,FL,PT,False,True,False,27.3174758,-82.53182009999999,"1700 S. TAMIAMI TRAIL, SARASOTA, FL"
Saratoga Physical Therapy Associates,"5 Care Lane, Saratoga Springs, NY",Saratoga Springs,NY,PT,False,True,False,43.0867168,-73.80867330000001,"5 CARE LANE, SARATOGA SPRINGS, NY"
Seabrook of Hilton Head,"300 Woodhaven Dr., Hilton Head Island, SC",Hilton Head Island,SC,OT,True,False,False,32.1493033,-80.76214420000001,"300 WOODHAVEN DR., HILTON HEAD ISLAND, SC"
Select Medical,"4714 Gettysburg Road, Mechanicsburg, PA",Mechanicsburg,PA,PT,False,True,False,40.2132338,-76.9602803,"4714 GETTYSBURG ROAD, MECHANICSBURG, PA"
Select Medical Corporation,"4714  Gettysburg Road, Mechanicsburg, PA",Mechanicsburg,PA,"PT, OT",True,True,False,40.2132338,-76.9602803,"4714 GETTYSBURG ROAD, MECHANICSBURG, PA"
Select Physical Therapy,"680 American Avenue, King of Prussia, PA",King of Prussia,PA,OT,True,False,False,40.0941909,-75.3946976,"680 AMERICAN AVENUE, KING OF PRUSSIA, PA"
Select Physical Therapy NovaCare Select Medical/AAMC Group,"680 American Ave, King of Prussia, PA",King of Prussia,PA,PT,False,True,False,40.0941909,-75.3946976,"680 AMERICAN AVE, KING OF PRUSSIA, PA"
Select Physical Therapy- Tukwila,"13030 Military Road S, Suite 108, Tukwila, WA",Tukwila,WA,PT,False,True,False,47.4859066,-122.295197,"13030 MILITARY ROAD S, SUITE 108, TUKWILA, WA"
Select Specialty Hospital - Canton,"1320 Mercy Drive NW, 6 Main, Canton, OH",Canton,OH,OT,True,False,False,40.8121537,-81.3956135,"1320 MERCY DRIVE NW, 6 MAIN, CANTON, OH"
Select Specialty Hospital-Memphis,"1265 Union Ave., Tenth Floor, Thomas Wing, Memphis, TN",Memphis,TN,PT,False,True,False,35.1358666,-90.0192884,"1265 UNION AVE., TENTH FLOOR, THOMAS WING, MEMPHIS, TN"
"Sensory Kids & Social Minds, LLC","158 Newark Avenue NJ, Jersey City, NJ",Jersey City,NJ,OT,True,False,False,40.7208769,-74.0443114,"158 NEWARK AVENUE NJ, JERSEY CITY, NJ"
Shoreline Orthopaedics,"370 120th Ave. #30, Holland, MI",Holland,MI,PA,False,False,True,42.8082607,-86.07905919999999,"370 120TH AVE. #30, HOLLAND, MI"
Shriner's Hospital for Children,"815 Market Street, Galveston, TX",Galveston,TX,"PT, OT",True,True,False,29.309641,-94.77720310000001,"815 MARKET STREET, GALVESTON, TX"
Skin Cancer and Cosmetic Surgery Center of NJ,"10 Parsonage Road, Edison, NJ",Edison,NJ,PA,False,False,True,40.5466946,-74.3314415,"10 PARSONAGE ROAD, EDISON, NJ"
SLC Therapy of WNY,"1419 Union Rd, West Seneca, NY",West Seneca,NY,"OT, PT",True,True,False,42.8388056,-78.7538033,"1419 UNION RD, WEST SENECA, NY"
Slocum Dickson Medical Group,"1729 Burrstone Rd, New Hartford, NY",New Hartford,NY,PA,False,False,True,43.0932121,-75.27909079999999,"1729 BURRSTONE RD, NEW HARTFORD, NY"
"Snasim, INC.","7230 Medical Center Dr. Suite 302, West Hills, CA",West Hills,CA,PA,False,False,True,34.2016993,-118.6289658,"7230 MEDICAL CENTER DR. SUITE 302, WEST HILLS, CA"
Somerset Medical Center c/o Sports Performance & Rehab,"110 Rehill Avenue, Somerville, NJ",Somerville,NJ,PT,False,True,False,40.5681075,-74.5950225,"110 REHILL AVENUE, SOMERVILLE, NJ"
South Arkansas OTA Program,"300 South West Avenue, El Dorado, AZ",El Dorado,AZ,OT,True,False,False,34.0489281,-111.0937311,"300 SOUTH WEST AVENUE, EL DORADO, AZ"
South Shore Hospital,"55 Fogg Rd at Rt 18, South Weymouth, MA",South Weymouth,MA,PT,False,True,False,42.1754573,-70.9539848,"55 FOGG RD AT RT 18, SOUTH WEYMOUTH, MA"
Southeastern Medical,"830 Sunset Boulevard, Sunset Beach, NC",Sunset Beach,NC,PT,False,True,False,33.8956202,-78.49015070000002,"830 SUNSET BOULEVARD, SUNSET BEACH, NC"
Southern Tier Physical Therapy,"200 Front Street, Vestal, NY",Vestal,NY,PT,False,True,False,42.0849059,-76.0568684,"200 FRONT STREET, VESTAL, NY"
Southwest Vermont Supervisory Union,"184 North Street, Suite 1, Bennington, VT",Bennington,VT,OT,True,False,False,42.880389,-73.19732599999999,"184 NORTH STREET, SUITE 1, BENNINGTON, VT"
Sparrow Easton Hospital,"321 East Harris Street, Charlotte, MI",Charlotte,MI,"PT, OT",True,True,False,42.5654901,-84.8318656,"321 EAST HARRIS STREET, CHARLOTTE, MI"
Spaulding Rehabilitation Network,"300 1st Avenue, Boston, MA",Boston,MA,PT,False,True,False,42.3786144,-71.04901389999999,"300 1ST AVENUE, BOSTON, MA"
Spear,"31 E32 Street, 4th Floor, New York, NY",New York,NY,PT,False,True,False,40.7464196,-73.9831744,"31 E32 STREET, 4TH FLOOR, NEW YORK, NY"
SPEAR,"41 Clark Street, Brooklyn, NY",Brooklyn,NY,PT,False,True,False,40.6979146,-73.9944287,"41 CLARK STREET, BROOKLYN, NY"
Specialized Therapy Services,"30 Corporate Park, Suite 108, Irvine, CA",Irvine,CA,OT,True,False,False,33.6884291,-117.8281719,"30 CORPORATE PARK, SUITE 108, IRVINE, CA"
Spectrum Physical Therapy-Mystic,"80 Stonington Road, Suite A-3, Mystic, CT",Mystic,CT,PT,False,True,False,41.3441541,-71.9517116,"80 STONINGTON ROAD, SUITE A-3, MYSTIC, CT"
Speech Works Pediatric Therapy,"569 Health Blvd, Suite A, Daytona Beach, FL",Daytona Beach,FL,PT,False,True,False,29.2082916,-81.06186869999999,"569 HEALTH BLVD, SUITE A, DAYTONA BEACH, FL"
Spooner PT,"9097 E Desert Cove Ave., Suite 110, Scottsdale, AZ",Scottsdale,AZ,PT,False,True,False,33.5847268,-111.8846189,"9097 E DESERT COVE AVE., SUITE 110, SCOTTSDALE, AZ"
Sport PT of NY,"1 West Ave, Suite 150, Saratoga Springs, NY",Saratoga Springs,NY,PT,False,True,False,43.0845351,-73.80533799999999,"1 WEST AVE, SUITE 150, SARATOGA SPRINGS, NY"
Sports Care,"160 E Hanover Ave, Cedar Knolls, NJ",Cedar Knolls,NJ,PT,False,True,False,40.8107786,-74.4674458,"160 E HANOVER AVE, CEDAR KNOLLS, NJ"
Sports Physical Therapy of NY,"4102 Ellsworth Blvd, Malta, NY",Malta,NY,PT,False,True,False,42.9750526,-73.7891372,"4102 ELLSWORTH BLVD, MALTA, NY"
"Sports, Orthopedic and Spine Rehabilitation","179 Tom Miller Road, Plattsburg, NY",Plattsburg,NY,PT,False,True,False,44.705749,-73.4938311,"179 TOM MILLER ROAD, PLATTSBURG, NY"
SportsCare Physical Therapy,"197 Ridgedale Ave, Cedar Knolls, NJ",Cedar Knolls,NJ,PT,False,True,False,40.8122362,-74.4554309,"197 RIDGEDALE AVE, CEDAR KNOLLS, NJ"
SST Rehab- Lake Mary,"SST Rehab @ D1 635 Century Pt Suite 111 FL, Lake Mary, FL",Lake Mary,FL,PT,False,True,False,28.775436,-81.3518009,"SST REHAB @ D1 635 CENTURY PT SUITE 111 FL, LAKE MARY, FL"
St Lawrence Health System,"50 leroy St., Potsdam, NY",Potsdam,NY,PA,False,False,True,44.6765721,-74.98255,"50 LEROY ST., POTSDAM, NY"
St Peters Health Partners,"315 S. Manning Blvd, Albany, NY",Albany,NY,PT,False,True,False,42.6559038,-73.8038346,"315 S. MANNING BLVD, ALBANY, NY"
St. Camillus--Centers at St. Camillus,"813 Fay Road, Syracuse, NY",Syracuse,NY,PT,False,True,False,43.0342649,-76.2026439,"813 FAY ROAD, SYRACUSE, NY"
"St. Catherine Hospital, Inc","4321 Fir St, East Chicago, IL",East Chicago,IL,OT,True,False,False,41.6349065,-87.448314,"4321 FIR ST, EAST CHICAGO, IL"
St. George Clinic INC,"862 Broadway, Bayonne, NJ",Bayonne,NJ,PA,False,False,True,40.6768165,-74.1070429,"862 BROADWAY, BAYONNE, NJ"
St. John Paul II Center,"33 Lincold Avenue, Danbury, CT",Danbury,CT,PT,False,True,False,41.3850771,-73.4537461,"33 LINCOLD AVENUE, DANBURY, CT"
St. Johnsville Nursing Home,"7 Timmerman Ave, St. Johnsville, NY",St. Johnsville,NY,PT,False,True,False,42.9999931,-74.6884085,"7 TIMMERMAN AVE, ST. JOHNSVILLE, NY"
St. Joseph's Addiction Treatment & Recovery,"150 Glenwood Dr, Massena, NY",Massena,NY,OT,True,False,False,44.9279308,-74.89179399999999,"150 GLENWOOD DR, MASSENA, NY"
St. Joseph's Health,"301 Prospect Ave, Syracuse, NY",Syracuse,NY,PA,False,False,True,43.0559034,-76.1493326,"301 PROSPECT AVE, SYRACUSE, NY"
St. Lawrence County Community Development Program,"One Commerce Lane, Canton, NY",Canton,NY,OT,True,False,False,44.5911846,-75.181268,"ONE COMMERCE LANE, CANTON, NY"
St. Lawrence Health System,"50 Leroy St, Potsdam, NY",Potsdam,NY,PT,False,True,False,44.6765721,-74.98255,"50 LEROY ST, POTSDAM, NY"
St. Lawrence Lewis BOCES,"40 W. Main Street, P.O. Box 231, Canton, NY",Canton,NY,OT,True,False,False,44.59525989999999,-75.18153219999999,"40 W. MAIN STREET, P.O. BOX 231, CANTON, NY"
St. Lawrence Office for the Aging,"80 State Hwy 310, Suite 7, Canton, NY",Canton,NY,OT,True,False,False,44.6017824,-75.1492624,"80 STATE HWY 310, SUITE 7, CANTON, NY"
St. Lawrence Psychiatric Center,"1 Chimney Point Drive, Ogdensburg, NY",Ogdensburg,NY,PT,False,True,False,44.72508819999999,-75.436334,"1 CHIMNEY POINT DRIVE, OGDENSBURG, NY"
St. Lawrence Psychiatric Center,"1 Chimney Point Drive, Ogdensburg, NY",Ogdensburg,NY,"OT, PT",True,True,False,44.72508819999999,-75.436334,"1 CHIMNEY POINT DRIVE, OGDENSBURG, NY"
St. Luke's Health System,"190 E Bannock Street, Boise, ID",Boise,ID,OT,True,False,False,43.61266730000001,-116.1920164,"190 E BANNOCK STREET, BOISE, ID"
St. Mary's Hospital,"427 Guy Park Ave, Amsterdam, NY",Amsterdam,NY,PA,False,False,True,42.9546007,-74.21660469999999,"427 GUY PARK AVE, AMSTERDAM, NY"
St. Mary's Rehabilitation Hospital,"1208 Newtown-Langhorne Rd, Langhorne, PA",Langhorne,PA,OT,True,False,False,40.2043098,-74.8972313,"1208 NEWTOWN-LANGHORNE RD, LANGHORNE, PA"
St. Peter's Health (MT),"2475 Broadway St., Helena, MT",Helena,MT,PA,False,False,True,46.5832732,-111.996514,"2475 BROADWAY ST., HELENA, MT"
St. Peter's Health Partners,"377 Church St, Saratoga Springs, NY",Saratoga Springs,NY,PA,False,False,True,43.0865032,-73.8160827,"377 CHURCH ST, SARATOGA SPRINGS, NY"
St. Peter's Health Partners,"315 Manning Blvd, Albany, NY",Albany,NY,"PT, PA, OT",True,True,True,42.6708928,-73.78668259999999,"315 MANNING BLVD, ALBANY, NY"
"St. Regis Nursing Home, Inc","89 Grove St., Massena, NY",Massena,NY,PT,False,True,False,44.9239737,-74.884554,"89 GROVE ST., MASSENA, NY"
St. Vincent Health,"822 W 4th Street, Leadville, CO",Leadville,CO,"OT, PT, PA",True,True,True,39.2450195,-106.303491,"822 W 4TH STREET, LEADVILLE, CO"
St. Vincent's Health System Inc.,"1 Shircliff Way, Jacksonville, FL",Jacksonville,FL,PT,False,True,False,30.3076759,-81.6904716,"1 SHIRCLIFF WAY, JACKSONVILLE, FL"
STAR Physical Therapy-Bellevue,"7640 Hwy 70 S, Suite 210, Nashville, TN",Nashville,TN,PT,False,True,False,36.0799882,-86.950726,"7640 HWY 70 S, SUITE 210, NASHVILLE, TN"
State University of New York,"State University Plaza, Albany, NY",Albany,NY,PA,False,False,True,42.6773105,-73.82322490000001,"STATE UNIVERSITY PLAZA, ALBANY, NY"
Steps To Success Occupational Therapy,"249-02 Jericho Turnpike, Suite 205, Floral Park, NY",Floral Park,NY,OT,True,False,False,40.7259168,-73.7179416,"249-02 JERICHO TURNPIKE, SUITE 205, FLORAL PARK, NY"
Stone Ridge Academy,"20 W. 7th St., Upland, CA",Upland,CA,OT,True,False,False,34.0880762,-117.6518772,"20 W. 7TH ST., UPLAND, CA"
Story Place Preschool,"1477 S Schodack Road, Castleton, NY",Castleton,NY,OT,True,False,False,42.5211705,-73.7117434,"1477 S SCHODACK ROAD, CASTLETON, NY"
Stratus Eye,"5400 Laurel Springs Parkway, Suite - I 03, Suwanee, GA",Suwanee,GA,PA,False,False,True,34.0851226,-84.15769279999999,"5400 LAUREL SPRINGS PARKWAY, SUITE - I 03, SUWANEE, GA"
Strive PT,"Pavillions at Moorestown, 740 Marne Highway, Suite 203, Moorestown, NJ",Moorestown,NJ,PT,False,True,False,39.973143,-74.91305799999999,"PAVILLIONS AT MOORESTOWN, 740 MARNE HIGHWAY, SUITE 203, MOORESTOWN, NJ"
Strong Steps Physical Therapy,"Malta, Malta, NY",Malta,NY,PT,False,True,False,42.9853893,-73.7868672,"MALTA, MALTA, NY"
Suffolk Physical Therapy,"279 Larkfield Rd, East Northport, NY",East Northport,NY,PT,False,True,False,40.8762194,-73.32343159999999,"279 LARKFIELD RD, EAST NORTHPORT, NY"
Summit Physical Therapy,"3 W Seneca St, Oswego, NY",Oswego,NY,PT,False,True,False,43.4594141,-76.512557,"3 W SENECA ST, OSWEGO, NY"
Sung Hyun Kim M.D. Internal Medicine,"903 Crenshaw Blvd., STE 104, Los Angeles, CA",Los Angeles,CA,PA,False,False,True,34.0563348,-118.3224817,"903 CRENSHAW BLVD., STE 104, LOS ANGELES, CA"
Sunny Acres Villas,"2501 East 104th Ave, Thornton, CO",Thornton,CO,OT,True,False,False,39.8864461,-104.9556782,"2501 EAST 104TH AVE, THORNTON, CO"
Sunny Days Sunshine Center,"300 Corporate Center Drive, Suite 100, Manalapan, NJ",Manalapan,NJ,OT,True,False,False,40.2840151,-74.3012463,"300 CORPORATE CENTER DRIVE, SUITE 100, MANALAPAN, NJ"
"Sunny Days Therapy, Inc.","5232 Kyler Ave NE, STE A, Albertville, MN",Albertville,MN,OT,True,False,False,45.2260893,-93.664903,"5232 KYLER AVE NE, STE A, ALBERTVILLE, MN"
SUNY UPSTATE,"750 East Adams Street, Syracuse, NY",Syracuse,NY,PT,False,True,False,43.0419081,-76.1402914,"750 EAST ADAMS STREET, SYRACUSE, NY"
Synergy Health Medical Solutions PC,"95 Clinton St., Hempstead, NY",Hempstead,NY,PA,False,False,True,40.709179,-73.6196629,"95 CLINTON ST., HEMPSTEAD, NY"
Synergy Physical Therapy and Sports Medicine,"419 W Park St, Sheffield, IA",Sheffield,IA,PT,False,True,False,42.8960589,-93.2172183,"419 W PARK ST, SHEFFIELD, IA"
Syracuse Orthopedic Specialists,"8324 Oswego Rd, Suite A, Liverpool, NY",Liverpool,NY,PT,False,True,False,43.1759501,-76.24936319999999,"8324 OSWEGO RD, SUITE A, LIVERPOOL, NY"
Syracuse VA Medical Center,"800 Irving Ave., Syracuse, NY",Syracuse,NY,OT,True,False,False,43.0391215,-76.1389986,"800 IRVING AVE., SYRACUSE, NY"
Tahoe Forest Hospital District,"10121 Pine Ave., Truckee, CA",Truckee,CA,PA,False,False,True,39.3245156,-120.2004203,"10121 PINE AVE., TRUCKEE, CA"
TAI Cedar Hills,"10215 SW Park Way, Ste D, Portland, OR",Portland,OR,PT,False,True,False,45.5084328,-122.7815566,"10215 SW PARK WAY, STE D, PORTLAND, OR"
Tender Touch Rehabiliation,"695 River Ave, Lakewood, NJ",Lakewood,NJ,OT,True,False,False,40.0704123,-74.2171962,"695 RIVER AVE, LAKEWOOD, NJ"
Test Contract 2,"Test Address Rd, Charles Town, WV",Charles Town,WV,OT,True,False,False,39.28899029999999,-77.8597175,"TEST ADDRESS RD, CHARLES TOWN, WV"
Test Parent Site group,"Test, test, test, AK",test,AK,PT,False,True,False,63.588753,-154.4930619,"TEST, TEST, TEST, AK"
Texas Children's Hospital - The Woodlands OP,"17580 I-45, The Woodlands, TX",The Woodlands,TX,"PT, OT, PA",True,True,True,30.2013313,-95.45747449999999,"17580 I-45, THE WOODLANDS, TX"
Texas Valley Coastal Blend,"2601 Veterans Drive, harlingen, TX",harlingen,TX,PT,False,True,False,26.1711156,-97.6672298,"2601 VETERANS DRIVE, HARLINGEN, TX"
"The Centers for Advanced Orthopedics, LLC.","6707 Democracy Boulevard, ,  Suite 504, Bethesda, MD",Bethesda,MD,PT,False,True,False,39.0231444,-77.1378204,"6707 DEMOCRACY BOULEVARD, , SUITE 504, BETHESDA, MD"
The Chateau at Brooklyn Rehabilitation and Nursing Center,"3457 Nostrand Ave, Brooklyn, NY",Brooklyn,NY,OT,True,False,False,40.5996902,-73.94116919999999,"3457 NOSTRAND AVE, BROOKLYN, NY"
The Churchill School and Center,"301 E 29th St, New York, NY",New York,NY,OT,True,False,False,40.7416279,-73.977541,"301 E 29TH ST, NEW YORK, NY"
The Edge Physical Therapy,"4 Gauthier Drive, Essex, VT",Essex,VT,PT,False,True,False,44.5113643,-73.134945,"4 GAUTHIER DRIVE, ESSEX, VT"
The Grand Pavilion Rehabilitation and Nursing at Rockville Centre,"41 Maine Avenue, Rockville Centre, NY",Rockville Centre,NY,OT,True,False,False,40.6642871,-73.6509353,"41 MAINE AVENUE, ROCKVILLE CENTRE, NY"
The Grove at Valhalla Rehabilitation and Nursing Center,"61 Grasslands Rd., Valhalla, NY",Valhalla,NY,"PT, PA, OT",True,True,True,41.0657388,-73.7833121,"61 GRASSLANDS RD., VALHALLA, NY"
The Hand & Orthopedic Rehab Clinic-Rehab Brazil Clinic,"15 Forest Park Plaza, Brazil, IN",Brazil,IN,PT,False,True,False,39.523652,-87.1250154,"15 FOREST PARK PLAZA, BRAZIL, IN"
The Jackson Clincs,"119 The Plains Rd.,,  Suite 100 P.O. Box 1769, middleburg, VA",middleburg,VA,PT,False,True,False,38.9658261,-77.7377276,"119 THE PLAINS RD.,, SUITE 100 P.O. BOX 1769, MIDDLEBURG, VA"
"The Peach Pit, LLC","2216 Jog Road, Greenacres, FL",Greenacres,FL,PT,False,True,False,26.646902,-80.1447373,"2216 JOG ROAD, GREENACRES, FL"
The Rehab Gym,"905 Roosevelt Hwy, #100, Colchester, VT",Colchester,VT,PT,False,True,False,44.5153003,-73.1803097,"905 ROOSEVELT HWY, #100, COLCHESTER, VT"
The Saratoga Hospital,"211 Church Street, Saratoga Springs, NY",Saratoga Springs,NY,PT,False,True,False,43.0856303,-73.7971032,"211 CHURCH STREET, SARATOGA SPRINGS, NY"
The Talcott Center LLC,"304 Main Street, Suite A, Farmington, CT",Farmington,CT,OT,True,False,False,41.7063437,-72.84296789999999,"304 MAIN STREET, SUITE A, FARMINGTON, CT"
The University of Texas MD Anderson Cancer Center,"1515 Holcombe Blvd, Houston, TX",Houston,TX,PA,False,False,True,29.7101189,-95.3992109,"1515 HOLCOMBE BLVD, HOUSTON, TX"
Theradynamics Rehab Management,"337 Crossways Park Drive, Woodbury, NY",Woodbury,NY,"OT, PT",True,True,False,40.8066069,-73.4839902,"337 CROSSWAYS PARK DRIVE, WOODBURY, NY"
Therapy Adventures International,"1765 N Elston Ave, Chicago, IL",Chicago,IL,"OT, PT",True,True,False,41.9146313,-87.6642391,"1765 N ELSTON AVE, CHICAGO, IL"
Therapy at Play Inc,"2208 Camino Ramon, San Ramon, CA",San Ramon,CA,OT,True,False,False,37.777046,-121.968658,"2208 CAMINO RAMON, SAN RAMON, CA"
Therapy Hut,"895 Willow Tree Circle, Suite # 100, Cordova, TN",Cordova,TN,OT,True,False,False,35.1489689,-89.79406929999999,"895 WILLOW TREE CIRCLE, SUITE # 100, CORDOVA, TN"
Therapy In Motion,"856 46th Street, Brooklyn, NY",Brooklyn,NY,PT,False,True,False,40.6423487,-74.00015069999999,"856 46TH STREET, BROOKLYN, NY"
Therapy Playground,"5948 Fisher Road, Fayetteville, NC",Fayetteville,NC,OT,True,False,False,35.005628,-78.99705519999999,"5948 FISHER ROAD, FAYETTEVILLE, NC"
Therapy Solutions for Children,"836 Ritchie Highway, Suite 6, Severna Park, MD",Severna Park,MD,OT,True,False,False,39.0640128,-76.53574859999999,"836 RITCHIE HIGHWAY, SUITE 6, SEVERNA PARK, MD"
Thompson Hospital Rehabilitation Department,"350 Parrish Street, Canandaigua, NY",Canandaigua,NY,PT,False,True,False,42.8761043,-77.2898992,"350 PARRISH STREET, CANANDAIGUA, NY"
Thrive,"2830 Virginia Beach Blvd, Virginia Beach, VA",Virginia Beach,VA,PT,False,True,False,36.8445307,-76.06898090000001,"2830 VIRGINIA BEACH BLVD, VIRGINIA BEACH, VA"
Thrive By 5,"1951 Caleb Ave, Syracuse, NY",Syracuse,NY,OT,True,False,False,43.0636458,-76.0880466,"1951 CALEB AVE, SYRACUSE, NY"
Thrive Pediatric Clinic,"1515 116th Avenue Northeast #107, Bellevue, WA",Bellevue,WA,"PT, OT",True,True,False,47.6239847,-122.1865352,"1515 116TH AVENUE NORTHEAST #107, BELLEVUE, WA"
Thrive Wellness and Recovery,"611 W Main St, Watertown, NY",Watertown,NY,PA,False,False,True,43.983265,-75.91724479999999,"611 W MAIN ST, WATERTOWN, NY"
TOC-The Orthopaedic Center,"927 Franklin St, Huntsville, AL",Huntsville,AL,PT,False,True,False,34.7208945,-86.5767419,"927 FRANKLIN ST, HUNTSVILLE, AL"
Touchstone Nexus Neurorecovery Center,"9297 Wahrenberger Road, Conroe, TX",Conroe,TX,PT,False,True,False,30.314552,-95.53097029999999,"9297 WAHRENBERGER ROAD, CONROE, TX"
Township Sports Therapy & Work Hardening Physical Therapy Clinic,"RFB Surgical Plus, Sewell, NJ",Sewell,NJ,PT,False,True,False,39.7662167,-75.1441926,"RFB SURGICAL PLUS, SEWELL, NJ"
Tri City Medical Center,"6250 El Camino Rd, Carlsbad, CA",Carlsbad,CA,PT,False,True,False,35.488821,-120.669871,"6250 EL CAMINO RD, CARLSBAD, CA"
TriStar Health System,"5380 Hickory Hollow Pkwy Suite 200, Antioch, TN",Antioch,TN,OT,True,False,False,36.0453753,-86.6512691,"5380 HICKORY HOLLOW PKWY SUITE 200, ANTIOCH, TN"
"Truckee Surgery Center, LLC","10770 Donner Pass Rd., Suite 201, Truckee, CA",Truckee,CA,PA,False,False,True,39.3267804,-120.1977911,"10770 DONNER PASS RD., SUITE 201, TRUCKEE, CA"
Tully PT,"397 state route 281, tully, NY",tully,NY,PT,False,True,False,42.7902961,-76.1220786,"397 STATE ROUTE 281, TULLY, NY"
Tupper Lake Central School District,"291 Hosley Avenue, Tupper Lake, NY",Tupper Lake,NY,OT,True,False,False,44.223917,-74.4437559,"291 HOSLEY AVENUE, TUPPER LAKE, NY"
Twin Boro Physical Therapy,"1422 Grand St, Hoboken, NJ",Hoboken,NJ,PT,False,True,False,40.75521,-74.03143759999999,"1422 GRAND ST, HOBOKEN, NJ"
"U.S. Physical Therapy, Inc","1300 W. Sam Houston Pkwy. S., Suite 300, Houston, TX",Houston,TX,PT,False,True,False,29.7482486,-95.5588966,"1300 W. SAM HOUSTON PKWY. S., SUITE 300, HOUSTON, TX"
UBMD Orthopedics and Sports Medicine,"462 Grider Street, Buffalo, NY",Buffalo,NY,PA,False,False,True,42.9261978,-78.8334663,"462 GRIDER STREET, BUFFALO, NY"
UCH Univ of CO Hospital Authority,"12605 E. 16th Ave, Aurora, CO",Aurora,CO,"PT, OT",True,True,False,39.7426948,-104.8440836,"12605 E. 16TH AVE, AURORA, CO"
Uihlein Mercy Center,"185 Old Military Rd., Lake Placid, NY",Lake Placid,NY,PT,False,True,False,44.2648815,-73.9830437,"185 OLD MILITARY RD., LAKE PLACID, NY"
UNC Rex Healthcare,"4420 Lake Boone Trail, Raleigh, NC",Raleigh,NC,PT,False,True,False,35.8178933,-78.7026278,"4420 LAKE BOONE TRAIL, RALEIGH, NC"
Unified Therapy,"915 Sullivan Ave, Suite 3, South Windsor, CT",South Windsor,CT,OT,True,False,False,41.8460901,-72.5663223,"915 SULLIVAN AVE, SUITE 3, SOUTH WINDSOR, CT"
United Helpers,"221 Hamilton St., Ogdensburg, NY",Ogdensburg,NY,PA,False,False,True,44.700918,-75.4870416,"221 HAMILTON ST., OGDENSBURG, NY"
United Helpers,"30 Sullivan Dr, Canton, NY",Canton,NY,"PT, OT",True,True,False,44.6138615,-75.1645077,"30 SULLIVAN DR, CANTON, NY"
United Helpers Nursing Home-Maplewood,"205 State Street Road, Canton, NY",Canton,NY,"OT, PT",True,True,False,44.61434260000001,-75.1621397,"205 STATE STREET ROAD, CANTON, NY"
Unity Health/Rochester Regional Health,"2655 Ridgeway Avenue, #320, Rochester, NY",Rochester,NY,PT,False,True,False,43.185672,-77.70571029999999,"2655 RIDGEWAY AVENUE, #320, ROCHESTER, NY"
UnityPoint Health - Meriter,"345 W. Washington Ave, Ste 100, Madison, WI",Madison,WI,PA,False,False,True,43.0713685,-89.388021,"345 W. WASHINGTON AVE, STE 100, MADISON, WI"
University Hospitals,"11100 Euclid Avenue, Cleveland, OH",Cleveland,OH,PT,False,True,False,41.5066397,-81.60643619999999,"11100 EUCLID AVENUE, CLEVELAND, OH"
University of California Davis Health,"2370 Stockton Blvd, Sacramento, CA",Sacramento,CA,OT,True,False,False,38.5537091,-121.4568809,"2370 STOCKTON BLVD, SACRAMENTO, CA"
